167,QUAT,700358374,140736501,796741164,88410348
167,ACCEL,16600,-1696,-4984
167,GYRO,-244,1807,-2149
167,COMPASS,-127,14,-3
168,QUAT,687964631,96998864,816256210,62794190
168,ACCEL,15256,-1816,-4152
168,GYRO,-233,770,-1834
168,COMPASS,-125,9,-9
169,QUAT,681694933,65910254,825633242,46892986
169,ACCEL,13472,-664,-2768
169,GYRO,-242,402,-1236
169,COMPASS,-123,-1,-12
170,QUAT,674389625,33324345,834314115,30483877
170,ACCEL,14192,1288,-2720
170,GYRO,-261,416,-1286
170,COMPASS,-118,-6,-13
171,QUAT,664577464,-3066560,843303466,9350386
171,ACCEL,13920,4136,-3488
171,GYRO,-209,462,-1516
171,COMPASS,-114,-13,-18
172,QUAT,662146836,-43663452,844071697,-10893219
172,ACCEL,16320,5576,-3928
172,GYRO,-327,66,-1619
172,COMPASS,-113,-16,-19
173,QUAT,672321185,-89051116,832207079,-20164879
173,ACCEL,18576,7096,-5072
173,GYRO,-727,-555,-1506
173,COMPASS,-110,-22,-21
174,QUAT,704458346,-153117121,795515935,-19221843
174,ACCEL,21496,8272,-4448
174,GYRO,-1354,-1775,-1860
174,COMPASS,-105,-28,-21
175,QUAT,726265442,-234000155,755127885,-21760666
175,ACCEL,22392,6144,-3640
175,GYRO,-1776,-1599,-2428
175,COMPASS,-95,-31,-22
176,QUAT,724776900,-296983032,734409411,-7018673
176,ACCEL,23504,4816,-3664
176,GYRO,-1988,-661,-1410
176,COMPASS,-96,-37,-26
177,QUAT,726505260,-337301920,714804815,19523154
177,ACCEL,20928,4184,-3592
177,GYRO,-1705,-833,-552
177,COMPASS,-87,-37,-30
178,QUAT,747495432,-355227035,682626602,44794492
178,ACCEL,16688,3336,-3144
178,GYRO,-927,-1624,-181
178,COMPASS,-88,-37,-37
179,QUAT,769857987,-354629610,655883679,65532231
179,ACCEL,13360,4048,-1680
179,GYRO,-344,-1480,182
179,COMPASS,-87,-38,-37
180,QUAT,783969499,-355365578,636979318,79254164
180,ACCEL,12960,5032,-1640
180,GYRO,-304,-1008,89
180,COMPASS,-86,-36,-34
181,QUAT,785655111,-371454536,625928602,76786911
181,ACCEL,14592,6312,-1584
181,GYRO,-491,-306,-533
181,COMPASS,-92,-35,-33
182,QUAT,782109981,-398046170,614830098,69030575
182,ACCEL,15104,6232,-2008
182,GYRO,-717,-110,-876
182,COMPASS,-88,-33,-32
183,QUAT,777512745,-419046045,608202467,53704961
183,ACCEL,15288,5536,-2112
183,GYRO,-417,109,-892
183,COMPASS,-88,-35,-36
184,QUAT,787902132,-422730811,593483524,34626470
184,ACCEL,15128,6192,-3544
184,GYRO,316,-393,-777
184,COMPASS,-82,-35,-37
185,QUAT,802193781,-396739711,592824737,23729232
185,ACCEL,17432,6912,-1888
185,GYRO,1008,-240,215
185,COMPASS,-81,-42,-33
186,QUAT,816399801,-370863894,590498046,13596972
186,ACCEL,20656,11576,-2720
186,GYRO,991,-289,215
186,COMPASS,-81,-39,-33
187,QUAT,820613135,-349133754,597926599,10244418
187,ACCEL,17968,8560,-2640
187,GYRO,629,100,446
187,COMPASS,-86,-41,-25
188,QUAT,809794844,-327289607,624443687,-10266696
188,ACCEL,12512,11296,-3600
188,GYRO,812,1128,185
188,COMPASS,-82,-41,-27
189,QUAT,780246904,-309420129,667666459,-51132291
189,ACCEL,13920,8800,-3944
189,GYRO,937,2201,-269
189,COMPASS,-86,-42,-21
